id,id_grupo,clase_objetivo,macro_sistema,nivel_informacion,texto_usuario,tipo_lenguaje,condicion_operacion,sintomas_presentes,sintomas_negados,dtc,requiere_pregunta,es_contrastivo,clase_contrastiva,fuente,observaciones
F10-L06-0001,G27-L1-01,Desgaste de pastillas y zapatas de freno,FRENOS,L1,Suena un chillido agudo cada vez que piso el pedal del freno.,COTIDIANO,frenado_suave,chillido_agudo_frenar,,,SI,NO,,SINTETICO_IA,L1 chillido típico de lámina avisadora.
F10-L06-0002,G27-L1-02,Desgaste de pastillas y zapatas de freno,FRENOS,L1,"Hola, siento como un raspado de fierro con fierro cuando me detengo.",WHATSAPP,detencion,raspado_fierro_con_fierro,,,SI,NO,,SINTETICO_IA,L1 pastilla gastada al soporte metálico.
F10-L06-0003,G27-L1-03,Desgaste de pastillas y zapatas de freno,FRENOS,L1,El freno de mano sube casi hasta el tope y no aguanta el carro en bajada.,COTIDIANO,estacionamiento,freno_mano_muy_largo,,,SI,NO,,SINTETICO_IA,L1 zapatas traseras con excesiva holgura.
F10-L06-0004,G27-L1-04,Desgaste de pastillas y zapatas de freno,FRENOS,L1,Aparece mucho polvo negro oscuro pegado en los aros delanteros.,COTIDIANO,inspeccion_visual,polvo_negro_aros,,,SI,NO,,SINTETICO_IA,L1 desprendimiento de material de fricción.
F10-L06-0005,G27-L1-05,Desgaste de pastillas y zapatas de freno,FRENOS,L1,Testigo de desgaste de forros de freno encendido en el panel de instrumentos.,TECNICO,contacto,testigo_desgaste_forros,,,SI,NO,,SINTETICO_IA,L1 sensor de desgaste activado.
F10-L06-0006,G27-L1-06,Desgaste de pastillas y zapatas de freno,FRENOS,L1,El carro frena largo y siento que tengo que hundir más el pie para que pare.,TALLER,frenada,frenado_largo|pedal_recorrido_mayor,,,SI,NO,,SINTETICO_IA,L1 pérdida de mordida y mayor carrera.
F10-L06-0007,G27-L1-07,Desgaste de pastillas y zapatas de freno,FRENOS,L1,Se escucha un chirrido constante en la rueda que se apaga un poquito al frenar.,COTIDIANO,rodadura,chirrido_constante_rueda,,,SI,NO,,SINTETICO_IA,L1 testigo acústico rozando disco.
F10-L06-0008,G27-L1-08,Desgaste de pastillas y zapatas de freno,FRENOS,L1,Mi auto ase un chillido horrible al frenar y bota polvo negro en los aros.,ERROR_ORTOGRAFICO,frenado,chillido_horrible|polvo_negro,,,SI,NO,,SINTETICO_IA,L1 chillido con ortografía informal.
F10-L06-0009,G27-L1-09,Desgaste de pastillas y zapatas de freno,FRENOS,L1,"Buenas tardes, al retroceder y frenar suena un golpe seco en las ruedas de atrás.",WHATSAPP,retroceso_frenado,golpe_seco_atras_retroceso,,,SI,NO,,SINTETICO_IA,L1 zapatas descalibradas en tambor.
F10-L06-0010,G27-L1-10,Desgaste de pastillas y zapatas de freno,FRENOS,L1,Reducción perceptible del coeficiente de fricción estático y dinámico en eje delantero.,TECNICO,frenado_rutina,reduccion_coeficiente_friccion,,,SI,NO,,SINTETICO_IA,L1 reporte técnico de pérdida de coeficiente mu.
F10-L06-0011,G27-L2-01,Desgaste de pastillas y zapatas de freno,FRENOS,L2,Chillido metálico agudo en la rueda delantera izquierda al frenar suave; el sonido cesa al pisar a fondo y el volante no vibra en absoluto.,COTIDIANO,frenado_suave,chillido_metalico_suave,vibracion_volante,,NO,SI,Discos de freno alabeados o desgastados,SINTETICO_IA,L2 chivato acústico descarta alabeo de discos.
F10-L06-0012,G27-L2-02,Desgaste de pastillas y zapatas de freno,FRENOS,L2,Ruido de roce abrasivo metal contra metal al frenar fuerte en bajadas; a través del aro se observa la pastilla exterior con menos de 1.5 mm de forro.,TALLER,frenado_fuerte_bajada,roce_abrasivo_metal|espesor_menor_1_5mm,falla_liquido_frenos,,NO,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado),SINTETICO_IA,L2 pastilla al soporte sin afectación de líquido.
F10-L06-0013,G27-L2-03,Desgaste de pastillas y zapatas de freno,FRENOS,L2,Freno de mano mecánico requiere 11 clics para frenar y las ruedas traseras de tambor chirrían al frenar en caliente; zapatas desgastadas al remache.,TECNICO,freno_mano_y_servicio,freno_mano_11_clics|chirrido_tambor_caliente|zapatas_al_remache,falla_cable_freno,,NO,NO,,SINTETICO_IA,L2 desgaste en zapatas traseras por exceso de recorrido.
