id,id_grupo,clase_objetivo,macro_sistema,nivel_informacion,texto_usuario,tipo_lenguaje,condicion_operacion,sintomas_presentes,sintomas_negados,dtc,requiere_pregunta,es_contrastivo,clase_contrastiva,fuente,observaciones
F10-L10-0001,G-10-54-01,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L1,Prendo el aire del auto pero solo bota aire tibio por las rejillas.,COLOQUIAL,USO_CABINA,"aire_tibio, no_enfria_cabina",NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 aire tibio cabina
F10-L10-0002,G-10-54-02,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L1,El aire acondicionado no esta enfriando casi nada estos dias de calor.,COLOQUIAL,USO_CABINA,poco_enfriamiento,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 climatizacion insuficiente
F10-L10-0003,G-10-54-03,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L1,Siento un silbido como de gas escapando por el tablero al encender el AC.,COLOQUIAL,ENCENDIDO_AC,silbido_tablero_ac,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 siseo gas en tablero
F10-L10-0004,G-10-54-04,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L1,Al presionar el boton de aire acondicionado no se siente que acople nada.,COLOQUIAL,PULSACION_BOTON,sin_acople_ac,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 no acopla compresor
F10-L10-0005,G-10-54-05,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L1,El aire enfriaba bien la semana pasada y de repente dejo de helar por completo.,COLOQUIAL,USO_CABINA,perdida_enfriamiento_repentina,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 perdida de frio repentina
F10-L10-0006,G-10-54-06,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L1,Sale aire por las ventilas pero no enfria el habitaculo.,COLOQUIAL,VENTILACION,flujo_aire_sin_frio,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 flujo sin frio
F10-L10-0007,G-10-54-07,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L1,Se escucha un chillido constante adelante cuando activo el interruptor del AC.,COLOQUIAL,ACTIVACION_AC,chillido_al_activar_ac,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 chillido polea compresor
F10-L10-0008,G-10-54-08,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L1,El enfriamiento del coche se corta a los pocos minutos de prenderlo.,COLOQUIAL,MARCHA_URBANA,enfriamiento_intermitente,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 corte intermitente de frio
F10-L10-0009,G-10-54-09,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L1,Noto manchas verdes fosforescentes en unas mangueras del sistema de aire.,COLOQUIAL,INSPECCION_VISUAL,mancha_verde_manguera,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 traza tinte uv manguera
F10-L10-0010,G-10-54-10,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L1,El auto no enfria adentro cuando estoy en el trafico.,COLOQUIAL,DETENIDO_TRAFICO,no_enfria_en_trafico,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 bajo rendimiento en ralenti
F10-L10-0011,G-10-54-11,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L2,Al encender el boton A/C el ventilador del habitaculo sopla con fuerza pero el aire sale a 28°C; el motor termico no presenta sobrecalentamiento ni variacion de temperatura en tablero.,TECNICO,RALENTI_CABINA,"aire_sale_caliente_28c, ventilador_cabina_ok",sobrecalentamiento_motor,,NO,SI,Falla en termostato o motoventilador de radiador,SINTETICO_IA,L2 aire acondicionado inoperante con motor a temp normal
F10-L10-0012,G-10-54-12,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L2,"El sistema de aire acondicionado enfria algo cuando voy a 90 km/h en autopista, pero al detenerme en un semaforo sale aire totalmente calido por las toberas centrales.",COLOQUIAL,CARRETERA_VS_DETENIDO,enfria_en_carretera_tibio_en_parado,falla_temperatura_motor,,NO,SI,Falla en termostato o motoventilador de radiador,SINTETICO_IA,L2 rendimiento depende de flujo frontal vs ventilador radiador
F10-L10-0013,G-10-54-13,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L2,Se observa fuga de refrigerante con aceite en la union del condensador frontal; la aguja de temperatura del refrigerante de motor esta clavada en 90°C sin anomalias en motor.,TECNICO,INSPECCION_CONDENSADOR,"fuga_aceite_condensador_ac, perdida_gas",sobrecalentamiento_motor,,NO,SI,Falla en termostato o motoventilador de radiador,SINTETICO_IA,L2 fuga condensador AC vs sistema enfriamiento motor
F10-L10-0014,G-10-54-14,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L2,Al oprimir el boton A/C la luz testigo verde enciende pero el embrague electromagnetico del compresor no pega; al apagar el A/C el motor gira sereno sin ruidos.,TECNICO,CONTACTO_AC_ON,"embrague_compresor_no_acopla, luz_ac_activa",falla_inyeccion_motor,,NO,NO,,SINTETICO_IA,L2 embrague compresor no acopla
F10-L10-0015,G-10-54-15,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L2,El compresor de climatizacion acopla y desacopla ciclicamente cada 4 segundos; el aire dentro del habitaculo no llega a enfriar debido a baja presion por perdida de gas.,TECNICO,RALENTI_AC_ON,"ciclado_rapido_4s_compresor, sin_enfriamiento",falla_alternador,,NO,SI,Alternador defectuoso o placa de diodos quemada,SINTETICO_IA,L2 ciclado rapido por presostato de baja vs alternador
F10-L10-0016,G-10-54-16,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L2,"Escaneo del modulo de climatizacion HVAC detecta codigo B1422 relativo a circuito del embrague o sensor de velocidad del compresor de A/C, sin codigos DTC en la ECU de motor.",TECNICO,SCANNER_HVAC,"dtc_b1422_compresor_ac, hvac_falla",falla_motor_ecu,B1422,NO,NO,,SINTETICO_IA,L2 DTC B1422 en climatizacion
F10-L10-0017,G-10-54-17,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L2,"Se escucha un siseo prolongado de gas evaporandose tras la guantera durante 20 segundos cada vez que apago el vehiculo, perdiendo la capacidad de enfriar en 3 dias.",COLOQUIAL,POST_APAGADO,"siseo_detras_guantera, perdida_carga_3dias",fuga_liquido_frenos,,NO,NO,,SINTETICO_IA,L2 fuga en evaporador detras de guantera
F10-L10-0018,G-10-54-18,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L2,Al activar el aire acondicionado el motor vibra fuertemente y emite un chillido agudo de faja; la polea del compresor de A/C se encuentra parcialmente engranada o trabada.,TECNICO,ACTIVACION_AC,"compresor_ac_trabado_chillido, freno_faja",alternador_amarrado,,NO,SI,Alternador defectuoso o placa de diodos quemada,SINTETICO_IA,L2 compresor AC amarrado vs alternador
F10-L10-0019,G-10-54-19,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L2,Vehiculo hibrido reporta inoperatividad de enfriamiento en cabina; la bateria de alto voltaje y su sistema de enfriamiento funcionan optimos pero el compresor electrico de cabina no arranca.,TECNICO,VEHICULO_HIBRIDO,compresor_electrico_cabina_inoperante,falla_refrigeracion_bateria_hv,,NO,SI,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),SINTETICO_IA,L2 climatizacion cabina vs refrigeracion bateria EV
F10-L10-0020,G-10-54-20,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L2,El termometro colocado en la rejilla central marca 22°C con el A/C al maximo y soplador en velocidad 2; no hay codigos de error de motor ni tirones de combustion.,TECNICO,PRUEBA_TERMICA,"temp_rejilla_22c_alta, climatizacion_deficiente",falla_mezcla_motor,,NO,SI,Falla en sensor de oxigeno o mezcla rica,SINTETICO_IA,L2 temp rejilla 22C vs falla de mezcla
F10-L10-0021,G-10-54-21,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L2,DTC B1423 presente en climatizador por circuito abierto en presostato de presion de refrigerante dual; el gas R134a se fugo por el sello del eje del compresor.,TECNICO,TALLER_DIAGNOSTICO,"dtc_b1423_presostato, fuga_sello_eje",falla_sensor_motor,B1423,NO,NO,,SINTETICO_IA,L2 DTC B1423 presostato de climatizacion
F10-L10-0022,G-10-54-22,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L2,"Al cargar gas refrigerante el sistema enfrio a 7°C durante dos semanas, pero luego volvio a botar aire tibio; la manguera de alta presion presenta humedad aceitosa en el crimpado.",TECNICO,REVISION_CIRCUITO,"perdida_gas_dos_semanas, fuga_crimpado_manguera",consumo_aceite_motor,,NO,NO,,SINTETICO_IA,L2 fuga por manguera de alta presion
F10-L10-0023,G-10-54-23,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L2,"El embrague del compresor recibe 12.8V en su conector al activar la tecla A/C pero no imanta la placa frontal por bobina de solenoide abierta, sin caida de voltaje en alternador.",TECNICO,PRUEBA_ELECTRICA,"bobina_embrague_abierta_12_8v_ok, placa_no_acopla",falla_alternador,,NO,SI,Alternador defectuoso o placa de diodos quemada,SINTETICO_IA,L2 bobina compresor abierta vs alternador
