id,id_grupo,clase_objetivo,macro_sistema,nivel_informacion,texto_usuario,tipo_lenguaje,condicion_operacion,sintomas_presentes,sintomas_negados,dtc,requiere_pregunta,es_contrastivo,clase_contrastiva,fuente,observaciones
F10-L01-0001,G01-L1-01,Falla en bujias o bobinas de encendido (misfire),MOTOR,L1,Mi carro tironea.,WHATSAPP,bajo carga,tironea,,,SI,NO,,SINTETICO_IA,L1: escenario independiente con condición bajo carga.
F10-L01-0002,G01-L1-02,Falla en bujias o bobinas de encendido (misfire),MOTOR,L1,El auto ratea y no sé qué será.,TALLER,al acelerar fuerte,ratea,,,SI,NO,,SINTETICO_IA,L1: escenario independiente con condición al acelerar fuerte.
F10-L01-0003,G01-L1-03,Falla en bujias o bobinas de encendido (misfire),MOTOR,L1,Desde ayer motor tiembla.,TECNICO,en subida,motor tiembla,,,SI,NO,,SINTETICO_IA,L1: escenario independiente con condición en subida.
F10-L01-0004,G01-L1-04,Falla en bujias o bobinas de encendido (misfire),MOTOR,L1,Cuando manejo siento que falla al aselerar.,ERROR_ORTOGRAFICO,en ralenti,falla al acelerar,,,SI,NO,,SINTETICO_IA,L1: escenario independiente con condición en ralenti.
F10-L01-0005,G01-L1-05,Falla en bujias o bobinas de encendido (misfire),MOTOR,L1,"Mi carro anda raro, ralenti inestable.",COTIDIANO,en frio,ralenti inestable,,,SI,NO,,SINTETICO_IA,L1: escenario independiente con condición en frio.
F10-L01-0006,G01-L1-06,Falla en bujias o bobinas de encendido (misfire),MOTOR,L1,"Hola, el motor tironea.",WHATSAPP,bajo carga,tironea,,,SI,NO,,SINTETICO_IA,L1: escenario independiente con condición bajo carga.
F10-L01-0007,G01-L1-07,Falla en bujias o bobinas de encendido (misfire),MOTOR,L1,Se siente que el carro ratea.,TALLER,al acelerar fuerte,ratea,,,SI,NO,,SINTETICO_IA,L1: escenario independiente con condición al acelerar fuerte.
F10-L01-0008,G01-L1-08,Falla en bujias o bobinas de encendido (misfire),MOTOR,L1,El carro comenzó a motor tiembla.,TECNICO,en subida,motor tiembla,,,SI,NO,,SINTETICO_IA,L1: escenario independiente con condición en subida.
F10-L01-0009,G01-L1-09,Falla en bujias o bobinas de encendido (misfire),MOTOR,L1,"Mi vehículo falla al aselerar, ¿qué podría ser?",ERROR_ORTOGRAFICO,en ralenti,falla al acelerar,,,SI,NO,,SINTETICO_IA,L1: escenario independiente con condición en ralenti.
F10-L01-0010,G01-L1-10,Falla en bujias o bobinas de encendido (misfire),MOTOR,L1,Últimamente ralenti inestable.,COTIDIANO,en frio,ralenti inestable,,,SI,NO,,SINTETICO_IA,L1: escenario independiente con condición en frio.
F10-L01-0011,G01-L2-01,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,El carro tironea bajo carga; fuera de esa condición se siente bastante normal.,WHATSAPP,bajo carga,tironea|motor tiembla,no se calienta,,SI,SI,Bomba de gasolina quemada o con baja presion,SINTETICO_IA,L2: escenario contrastivo con condición bajo carga.
F10-L01-0012,G01-L2-02,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,"Cuando voy al acelerar fuerte, el motor ratea y también falla al acelerar. No he revisado nada todavía.",TALLER,al acelerar fuerte,ratea|falla al acelerar,no se calienta,,NO,NO,,SINTETICO_IA,L2: escenario independiente con condición al acelerar fuerte.
F10-L01-0013,G01-L2-03,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,"Desde hace unos días motor tiembla, principalmente en subida; no noto humo visible.",TECNICO,en subida,motor tiembla|ralenti inestable,no se calienta,,NO,NO,,SINTETICO_IA,L2: escenario independiente con condición en subida.
F10-L01-0014,G01-L2-04,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,Mi carro falla al aselerar en ralenti. En ralentí se mantiene encendido y no se calienta.,ERROR_ORTOGRAFICO,en ralenti,falla al acelerar|tironea,no se calienta,,NO,SI,Bomba de gasolina quemada o con baja presion,SINTETICO_IA,L2: escenario contrastivo con condición en ralenti.
F10-L01-0015,G01-L2-05,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,Al manejar en frio noto que ralenti inestable; además ratea. No tengo escáner.,COTIDIANO,en frio,ralenti inestable|ratea,no se calienta,,SI,NO,,SINTETICO_IA,L2: escenario independiente con condición en frio.
F10-L01-0016,G01-L2-06,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,El problema aparece bajo carga: tironea. En conducción suave casi no se nota.,WHATSAPP,bajo carga,tironea|motor tiembla,no se calienta,,NO,NO,,SINTETICO_IA,L2: escenario independiente con condición bajo carga.
F10-L01-0017,G01-L2-07,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,"Cuando está al acelerar fuerte, ratea y por momentos falla al acelerar; no hay ruidos de suspensión.",TALLER,al acelerar fuerte,ratea|falla al acelerar,no se calienta,,NO,SI,Bomba de gasolina quemada o con baja presion,SINTETICO_IA,L2: escenario contrastivo con condición al acelerar fuerte.
F10-L01-0018,G01-L2-08,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,"Me pasa en subida; el vehículo motor tiembla, pero el tablero no muestra ninguna luz de advertencia.",TECNICO,en subida,motor tiembla|ralenti inestable,no se calienta,,NO,NO,,SINTETICO_IA,L2: escenario independiente con condición en subida.
F10-L01-0019,G01-L2-09,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,El motor falla al aselerar sobre todo en ralenti. Todavía no he hecho mediciones.,ERROR_ORTOGRAFICO,en ralenti,falla al acelerar|tironea,no se calienta,,SI,NO,,SINTETICO_IA,L2: escenario independiente con condición en ralenti.
F10-L01-0020,G01-L2-10,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,"Carro con problema: ralenti inestable en frio, mientras que en otras condiciones funciona mejor.",COTIDIANO,en frio,ralenti inestable|ratea,no se calienta,,NO,SI,Bomba de gasolina quemada o con baja presion,SINTETICO_IA,L2: escenario contrastivo con condición en frio.
F10-L01-0021,G01-L2-11,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,"Cuando intento exigirlo bajo carga, tironea; motor tiembla. No he cambiado piezas.",WHATSAPP,bajo carga,tironea|motor tiembla,no se calienta,,NO,NO,,SINTETICO_IA,L2: escenario independiente con condición bajo carga.
F10-L01-0022,G01-L2-12,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,Se presenta al acelerar fuerte: ratea. El arranque normalmente funciona bien.,TALLER,al acelerar fuerte,ratea|falla al acelerar,no se calienta,,NO,NO,,SINTETICO_IA,L2: escenario independiente con condición al acelerar fuerte.
F10-L01-0023,G01-L2-13,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,El vehículo motor tiembla en subida; no noto fuga de refrigerante ni temperatura alta.,TECNICO,en subida,motor tiembla|ralenti inestable,no se calienta,,SI,SI,Bomba de gasolina quemada o con baja presion,SINTETICO_IA,L2: escenario contrastivo con condición en subida.
F10-L01-0024,G01-L2-14,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,"En uso normal casi no molesta, pero en ralenti falla al aselerar y se percibe tironea.",ERROR_ORTOGRAFICO,en ralenti,falla al acelerar|tironea,no se calienta,,NO,NO,,SINTETICO_IA,L2: escenario independiente con condición en ralenti.
F10-L01-0025,G01-L2-15,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,Desde esta semana ralenti inestable en frio. No sé si es combustible o encendido.,COTIDIANO,en frio,ralenti inestable|ratea,no se calienta,,NO,NO,,SINTETICO_IA,L2: escenario independiente con condición en frio.
F10-L01-0026,G01-L3-01,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,"El problema aparece bajo carga: tironea y motor tiembla. En ralentí se mantiene estable, no se calienta y no hay ruidos de transmisión. La falla aumenta cuando exijo el motor.",WHATSAPP,bajo carga,tironea|motor tiembla,no se calienta,,NO,SI,Bomba de gasolina quemada o con baja presion,SINTETICO_IA,L3: escenario contrastivo con condición bajo carga.
F10-L01-0027,G01-L3-02,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,"Cuando conduzco al acelerar fuerte, ratea; además falla al acelerar. En condiciones suaves mejora, no observo fugas y el motor de arranque trabaja normal.",TALLER,al acelerar fuerte,ratea|falla al acelerar,no se calienta,,NO,NO,,SINTETICO_IA,L3: escenario independiente con condición al acelerar fuerte.
F10-L01-0028,G01-L3-03,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,"Presenta motor tiembla en subida junto con ralenti inestable. No ocurre al frenar ni al pasar baches, y la temperatura del motor permanece normal.",TECNICO,en subida,motor tiembla|ralenti inestable,no se calienta,,NO,NO,,SINTETICO_IA,L3: escenario independiente con condición en subida.
F10-L01-0029,G01-L3-04,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,"Desde hace varios días, en ralenti el vehículo falla al aselerar y tironea. En ralentí puede mantenerse encendido; no he reemplazado piezas ni realizado mediciones.",ERROR_ORTOGRAFICO,en ralenti,falla al acelerar|tironea,no se calienta,,NO,SI,Bomba de gasolina quemada o con baja presion,SINTETICO_IA,L3: escenario contrastivo con condición en ralenti.
F10-L01-0030,G01-L3-05,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,Falla principalmente en frio: ralenti inestable. También ratea. El sistema de refrigeración trabaja normal y no hay vibración asociada al frenado.,COTIDIANO,en frio,ralenti inestable|ratea,no se calienta,P0300,NO,NO,,SINTETICO_IA,L3: escenario independiente con condición en frio.
F10-L01-0031,G01-L3-06,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,"Al exigir el vehículo bajo carga, tironea y se percibe que motor tiembla. Cuando manejo suave el síntoma disminuye; no hay sobrecalentamiento.",WHATSAPP,bajo carga,tironea|motor tiembla,no se calienta,,NO,NO,,SINTETICO_IA,L3: escenario independiente con condición bajo carga.
F10-L01-0032,G01-L3-07,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,"Con el motor en funcionamiento, al acelerar fuerte aparece ratea acompañado de falla al acelerar. No se presentan golpes de suspensión ni problemas para seleccionar cambios.",TALLER,al acelerar fuerte,ratea|falla al acelerar,no se calienta,,NO,SI,Bomba de gasolina quemada o con baja presion,SINTETICO_IA,L3: escenario contrastivo con condición al acelerar fuerte.
F10-L01-0033,G01-L3-08,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,El síntoma es repetible en subida: motor tiembla y ralenti inestable. En otras condiciones mejora. No he confirmado ningún DTC y todavía no se han hecho pruebas instrumentales.,TECNICO,en subida,motor tiembla|ralenti inestable,no se calienta,,NO,NO,,SINTETICO_IA,L3: escenario independiente con condición en subida.
F10-L01-0034,G01-L3-09,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,"Durante la conducción en ralenti, falla al aselerar. A la vez tironea; no hay fuga visible de aceite ni refrigerante y el tablero funciona normal.",ERROR_ORTOGRAFICO,en ralenti,falla al acelerar|tironea,no se calienta,,NO,NO,,SINTETICO_IA,L3: escenario independiente con condición en ralenti.
F10-L01-0035,G01-L3-10,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,"El auto funciona aceptablemente en uso ligero, pero en frio ralenti inestable y ratea. El problema no depende de frenar ni de girar la dirección.",COTIDIANO,en frio,ralenti inestable|ratea,no se calienta,,NO,SI,Bomba de gasolina quemada o con baja presion,SINTETICO_IA,L3: escenario contrastivo con condición en frio.
F10-L01-0036,G01-L3-11,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,"Cuando el motor está trabajando bajo carga, tironea; también motor tiembla. No hay señales de sobrecalentamiento ni pérdida de líquido refrigerante.",WHATSAPP,bajo carga,tironea|motor tiembla,no se calienta,,NO,NO,,SINTETICO_IA,L3: escenario independiente con condición bajo carga.
F10-L01-0037,G01-L3-12,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,Se puede reproducir la falla al acelerar fuerte: ratea y falla al acelerar. El vehículo arranca normalmente y no presenta ruidos en ruedas.,TALLER,al acelerar fuerte,ratea|falla al acelerar,no se calienta,P0303,NO,NO,,SINTETICO_IA,L3: escenario independiente con condición al acelerar fuerte.
F10-L01-0038,G01-L3-13,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,El conductor refiere que en subida el vehículo motor tiembla; simultáneamente ralenti inestable. No hay síntomas de caja de cambios y la falla se concentra en el funcionamiento del motor.,TECNICO,en subida,motor tiembla|ralenti inestable,no se calienta,,NO,SI,Bomba de gasolina quemada o con baja presion,SINTETICO_IA,L3: escenario contrastivo con condición en subida.
F10-L01-0039,G01-L3-14,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,En una prueba de manejo en ralenti se observa que falla al aselerar y tironea. Al circular sin exigirlo mejora y no existe vibración de freno.,ERROR_ORTOGRAFICO,en ralenti,falla al acelerar|tironea,no se calienta,,NO,NO,,SINTETICO_IA,L3: escenario independiente con condición en ralenti.
F10-L01-0040,G01-L3-15,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,"El comportamiento anómalo ocurre en frio: ralenti inestable, con ratea. El motor no se recalienta, el arranque es normal y no se han realizado reparaciones recientes.",COTIDIANO,en frio,ralenti inestable|ratea,no se calienta,,NO,NO,,SINTETICO_IA,L3: escenario independiente con condición en frio.
