id,id_grupo,clase_objetivo,macro_sistema,nivel_informacion,texto_usuario,tipo_lenguaje,condicion_operacion,sintomas_presentes,sintomas_negados,dtc,requiere_pregunta,es_contrastivo,clase_contrastiva,fuente,observaciones
F10-L02-0001,G06-L1-01,Empaque de culata soplado o danado,MOTOR,L1,Se me está calentando el carro después de andar un rato.,COTIDIANO,marcha,temperatura_alta,,,SI,NO,,SINTETICO_IA,L1 ambiguo inicial calentamiento.
F10-L02-0002,G06-L1-02,Empaque de culata soplado o danado,MOTOR,L1,"Hola maestro, el depósito del agua está botando líquido por la tapa.",WHATSAPP,motor_caliente,rebose_deposito,,,SI,NO,,SINTETICO_IA,L1 sobrepresión inicial.
F10-L02-0003,G06-L1-03,Empaque de culata soplado o danado,MOTOR,L1,Sale un humo blanco por el tubo de escape cuando acelero.,COTIDIANO,aceleracion,humo_blanco_escape,,,SI,NO,,SINTETICO_IA,L1 vapor/humo blanco de escape.
F10-L02-0004,G06-L1-04,Empaque de culata soplado o danado,MOTOR,L1,Mi carro consume agua pero no veo ningún charco abajo.,COTIDIANO,marcha,perdida_refrigerante_sin_charco,,,SI,NO,,SINTETICO_IA,L1 pérdida interna sin fuga externa.
F10-L02-0005,G06-L1-05,Empaque de culata soplado o danado,MOTOR,L1,Siento que el motor perdió fuerza y la aguja de temperatura subió a tres cuartos.,COTIDIANO,subida,perdida_potencia|temperatura_alta,,,SI,NO,,SINTETICO_IA,L1 pérdida de fuerza y calor.
F10-L02-0006,G06-L1-06,Empaque de culata soplado o danado,MOTOR,L1,"Buenos días, al revisar la varilla del aceite vi que tiene un color medio lechoso.",WHATSAPP,reposo,aceite_emulsion_lechosa,,,SI,NO,,SINTETICO_IA,L1 emulsión lechosa en varilla.
F10-L02-0007,G06-L1-07,Empaque de culata soplado o danado,MOTOR,L1,El motor tiembla feo en mínimo y calienta más rápido de lo normal.,TALLER,ralenti,ralenti_inestable|calentamiento_rapido,,,SI,NO,,SINTETICO_IA,L1 temblor y calentamiento rápido.
F10-L02-0008,G06-L1-08,Empaque de culata soplado o danado,MOTOR,L1,Se me bazio el refrigerante de la nada y escucho como si hirviera adentro.,ERROR_ORTOGRAFICO,motor_caliente,refrigerante_hierve,,,SI,NO,,SINTETICO_IA,L1 ebullición interna con error ortográfico.
F10-L02-0009,G06-L1-09,Empaque de culata soplado o danado,MOTOR,L1,Mi auto burbujea en el depósito plástico cuando acelero.,COTIDIANO,aceleracion,burbujas_deposito_expansion,,,SI,NO,,SINTETICO_IA,L1 burbujeo en depósito de expansión.
F10-L02-0010,G06-L1-10,Empaque de culata soplado o danado,MOTOR,L1,Motor recalienta bajo carga sostenida y genera contrapresión en el circuito de enfriamiento.,TECNICO,bajo_carga,recalentamiento|sobrepresion_refrigeracion,,,SI,NO,,SINTETICO_IA,L1 técnico de sobrepresión.
