id,id_grupo,clase_objetivo,macro_sistema,nivel_informacion,texto_usuario,tipo_lenguaje,condicion_operacion,sintomas_presentes,sintomas_negados,dtc,requiere_pregunta,es_contrastivo,clase_contrastiva,fuente,observaciones
F10-L09-0001,G47-L1-01,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L1,Se encendió un testigo rojo con forma de batería mientras iba manejando en la pista.,COTIDIANO,motor_en_marcha,testigo_bateria_en_marcha,,,SI,NO,,SINTETICO_IA,L1 testigo de batería en marcha sin detalles.
F10-L09-0002,G47-L1-02,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L1,"Hola, las luces del tablero y los faros parpadean o bajan de intensidad cuando acelero.",WHATSAPP,aceleracion_ralenti,luces_parpadean_cambian_intensidad,,,SI,NO,,SINTETICO_IA,L1 luces parpadean con cambio de RPM.
F10-L09-0003,G47-L1-03,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L1,El carro se me apagó de la nada en pleno tráfico y ya no quiso arrancar.,COTIDIANO,pleno_trafico_apagado,carro_se_apago_en_trafico,,,SI,NO,,SINTETICO_IA,L1 apagado en tráfico.
F10-L09-0004,G47-L1-04,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L1,Siento un olor a quemado eléctrico que sale del lado de las fajas del motor.,COTIDIANO,motor_encendido_fajas,olor_quemado_electrico_fajas,,,SI,NO,,SINTETICO_IA,L1 olor a quemado eléctrico en fajas.
F10-L09-0005,G47-L1-05,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L1,Se escucha un silbido o zumbido electromagnético agudo cerca del alternador.,TALLER,ralenti_zumbido,silbido_zumbido_electromagnetico_alternador,,,SI,NO,,SINTETICO_IA,L1 zumbido electromagnético en alternador.
F10-L09-0006,G47-L1-06,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L1,"Buenas, la batería es nuevecita pero después de andar una hora se muere por completo.",WHATSAPP,despues_una_hora_uso,bateria_nueva_muere_andando,,,SI,NO,,SINTETICO_IA,L1 batería nueva se descarga rodando.
F10-L09-0007,G47-L1-07,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L1,La radio se me apaga sola y la dirección se puso dura de golpe en la pista.,COTIDIANO,rodando_en_pista,radio_se_apaga_direccion_dura,,,SI,NO,,SINTETICO_IA,L1 radio y dirección fallan en marcha.
F10-L09-0008,G47-L1-08,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L1,Ayuda la luz de bateria parpadea cuando acelero a fondo.,ERROR_ORTOGRAFICO,aceleracion_a_fondo,luz_bateria_parpadea_acelerar,,,SI,NO,,SINTETICO_IA,L1 luz batería parpadea con ortografía informal.
F10-L09-0009,G47-L1-09,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L1,El auto arranca bien en la mañana pero si prendo las luces y el aire se desmaya el motor.,COTIDIANO,cargas_electricas_encendidas,motor_desmaya_con_luces_y_aire,,,SI,NO,,SINTETICO_IA,L1 motor decae al meter consumidores.
F10-L09-0010,G47-L1-10,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L1,Noto que los limpiaparabrisas andan lentísimos y los focos alumbran amarillo.,COTIDIANO,marcha_focos_amarillos,limpiaparabrisas_lentos_focos_amarillos,,,SI,NO,,SINTETICO_IA,L1 accesorios lentos por bajo voltaje.
F10-L09-0011,G47-L2-01,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L2,Con el motor encendido en ralentí el multímetro marca 11.9 V en los bornes de la batería; al acelerar a 2500 rpm el voltaje no sube de 12.1 V y la batería no se calienta.,TECNICO,motor_encendido_ralenti_y_2500rpm,voltaje_carga_11_9v_no_sube_acelerando,falla_bateria_interna,,NO,SI,Bateria descargada o bornes sulfatados,SINTETICO_IA,L2 alternador no genera con 11.9V en marcha descarta batería.
F10-L09-0012,G47-L2-02,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L2,Testigo rojo de batería encendido fijo en el tablero mientras conduzco; la batería arranca perfecto en frío pero el alternador tiene la faja floja y patina con chillido.,COTIDIANO,conduccion_testigo_encendido,testigo_bateria_fijo_en_marcha|faja_alternador_patina,falla_motor_arranque,,NO,SI,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),SINTETICO_IA,L2 testigo en marcha con faja floja descarta arrancador.
F10-L09-0013,G47-L2-03,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L2,Zumbido tipo sirena que varía estrictamente con las RPM del motor; al colocar el multímetro en escala de corriente alterna (AC) en la batería se leen 1.2 V AC de rizado por diodos quemados.,TECNICO,aceleracion_multimetro_ac,zumbido_con_rpm|rizado_ripple_1_2v_ac_placa_diodos,falla_caja_cambios,,NO,SI,Rodajes de transmision manual o eje primario gastados,SINTETICO_IA,L2 rizado AC de 1.2V confirma placa de diodos quemada.
F10-L09-0014,G47-L2-04,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L2,El vehículo se apaga rodando tras 30 minutos de trayecto nocturno con faros encendidos; la batería queda en 10.2 V pero retiene la carga si se le conecta un cargador externo.,TALLER,trayecto_nocturno_consumidores,se_apaga_rodando_de_noche|bateria_en_10_2v|retiene_carga_externa,falla_fuga_parasita,,NO,SI,Fuga parasita de corriente en reposo (consumo nocturno de bateria),SINTETICO_IA,L2 descarga rodando de noche con batería reteniendo carga externa.
F10-L09-0015,G47-L2-05,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L2,Regulador de voltaje en cortocircuito entregando sobretensión de 16.4 V con motor encendido; el líquido de la batería hierve despidiendo olor a huevo podrido y fundió dos bombillos H4.,TECNICO,motor_encendido_sobretension,sobretension_16_4v_regulador|electrolito_hierve_olor_azufre|bombillos_quemados,falla_bateria,,NO,SI,Bateria descargada o bornes sulfatados,SINTETICO_IA,L2 sobretensión de 16.4V por regulador en corto quema bombillos.
F10-L09-0016,G47-L2-06,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L2,"Hola maestro, mientras manejaba en la avenida se prendió la luz de batería y de golpe el timón eléctrico se puso duro y la radio se apagó; la batería tiene 2 meses de comprada.",WHATSAPP,marcha_avenida_perdida_accesorios,luz_bateria_en_marcha|direccion_eps_dura|radio_apagada,bateria_vieja,,NO,SI,Bateria descargada o bornes sulfatados,SINTETICO_IA,L2 batería de 2 meses descargada en marcha descarta batería vieja.
F10-L09-0017,G47-L2-07,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L2,DTC P0620 presente en módulo de motor referente a circuito de control del alternador; el borne B+ del alternador registra 12.2 V con motor en ralentí.,TECNICO,ralenti_dtc_p0620,dtc_p0620|borne_b_positivo_12_2v_en_ralenti,falla_arrancador,P0620,NO,SI,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),SINTETICO_IA,L2 DTC P0620 por fallo en circuito de control de alternador.
F10-L09-0018,G47-L2-08,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L2,Carbones o escobillas del regulador del alternador gastados a menos de 2 mm; hacen contacto intermitente prendiendo y apagando el testigo de batería al superar 3000 rpm.,TALLER,alta_revolucion_3000rpm,carbones_alternador_gastados_2mm|testigo_parpadea_a_3000rpm,falla_fuga_nocturna,,NO,SI,Fuga parasita de corriente en reposo (consumo nocturno de bateria),SINTETICO_IA,L2 escobillas gastadas encienden testigo a altas RPM.
F10-L09-0019,G47-L2-09,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L2,Al encender las luces altas y el desempañador térmico el voltaje de carga se desploma de 13.6 V a 11.8 V; con todos los consumidores apagados genera 13.5 V.,COTIDIANO,ralenti_consumidores_altos,voltaje_desploma_13_6_a_11_8v_con_cargas,falla_borne_sulfatado,,NO,SI,Bateria descargada o bornes sulfatados,SINTETICO_IA,L2 alternador incapaz de sostener amperaje con consumidores.
