id,id_grupo,clase_objetivo,macro_sistema,nivel_informacion,texto_usuario,tipo_lenguaje,condicion_operacion,sintomas_presentes,sintomas_negados,dtc,requiere_pregunta,es_contrastivo,clase_contrastiva,fuente,observaciones
F10-L05-0001,G21-L1-01,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L1,El carro se apaga de golpe cuando calienta y luego no quiere prender.,COTIDIANO,motor_caliente,apagado_caliente_no_enciende,,,SI,NO,,SINTETICO_IA,L1 corte súbito térmico.
F10-L05-0002,G21-L1-02,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L1,"Hola, doy arranque con la llave, el motor gira normal pero no arranca nada.",WHATSAPP,arranque,gira_no_arranca,,,SI,NO,,SINTETICO_IA,L1 arranque infructuoso con giro normal.
F10-L05-0003,G21-L1-03,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L1,La aguja de las revoluciones se queda muerta en cero mientras intento encender.,COTIDIANO,arranque,aguja_tacometro_en_cero,,,SI,NO,,SINTETICO_IA,L1 tacómetro sin lectura en marcha.
F10-L05-0004,G21-L1-04,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L1,El motor tironea con cortes secos en autopista como si le quitaran la corriente.,TALLER,autopista,cortes_secos_corriente,,,SI,NO,,SINTETICO_IA,L1 tirones de ignición intermitentes.
F10-L05-0005,G21-L1-05,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L1,Se prendió el Check Engine y demora varios segundos de giro en arrancar.,COTIDIANO,arranque_largo,check_engine|arranque_prolongado,,,SI,NO,,SINTETICO_IA,L1 arranque largo con testigo.
F10-L05-0006,G21-L1-06,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L1,El escáner arrojó falla en el circuito del sensor de posición del motor.,TECNICO,diagnostico,falla_circuito_sensor_posicion,,,SI,NO,,SINTETICO_IA,L1 reporte genérico de sensor de posición.
F10-L05-0007,G21-L1-07,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L1,Se apaga al llegar a temperatura de trabajo y a los 20 minutos vuelve a encender.,COTIDIANO,ciclo_termico,apaga_temperatura_trabajo|enciende_enfriar,,,SI,NO,,SINTETICO_IA,L1 corte dependiente de enfriamiento.
F10-L05-0008,G21-L1-08,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L1,Mi auto se para de la nada en el semaforo y no hay chispa en las bujias.,ERROR_ORTOGRAFICO,ralenti_caliente,se_para_semaforo|sin_chispa,,,SI,NO,,SINTETICO_IA,L1 apagado sin chispa con error ortográfico.
F10-L05-0009,G21-L1-09,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L1,"Buenas, el carro gira alegre con la batería pero parece que no le llega corriente.",WHATSAPP,arranque,gira_alegre_sin_arrancar,,,SI,NO,,SINTETICO_IA,L1 giro vigoroso sin ignición.
F10-L05-0010,G21-L1-10,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L1,Pérdida momentánea de sincronismo angular entre volante y tren de válvulas.,TECNICO,marcha,perdida_sincronismo_angular,,,SI,NO,,SINTETICO_IA,L1 reporte técnico de sincronismo angular.
