id,id_grupo,clase_objetivo,macro_sistema,nivel_informacion,texto_usuario,tipo_lenguaje,condicion_operacion,sintomas_presentes,sintomas_negados,dtc,requiere_pregunta,es_contrastivo,clase_contrastiva,fuente,observaciones
F10-L03-0001,G11-L1-01,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L1,Se escucha un cascabeleo metálico por el lado de las correas al encender.,COTIDIANO,arranque_frio,cascabeleo_metalico_correas,,,SI,NO,,SINTETICO_IA,L1 ruido metálico inicial en tapa de distribución.
F10-L03-0002,G11-L1-02,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L1,"Hola, el carro arranca pesado y no tiene nada de fuerza al salir.",WHATSAPP,arranque,arranque_pesado|falta_potencia,,,SI,NO,,SINTETICO_IA,L1 motor pesado sin empuje.
F10-L03-0003,G11-L1-03,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L1,Siento un ruido de sonajero de latas en la parte delantera del motor.,COTIDIANO,ralenti,ruido_sonajero_delantero,,,SI,NO,,SINTETICO_IA,L1 ruido de sonajero de cadena floja.
F10-L03-0004,G11-L1-04,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L1,El motor perdió sincronía y tiembla en ralentí después de una acelerada fuerte.,TALLER,post_aceleracion,perdida_sincronia|temblor_ralenti,,,SI,NO,,SINTETICO_IA,L1 salto de sincronía tras estirada de marcha.
F10-L03-0005,G11-L1-05,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L1,Tiene un traqueteo seco que dura unos tres segundos al arrancar por las mañanas.,COTIDIANO,arranque_manana,traqueteo_3seg_arranque,,,SI,NO,,SINTETICO_IA,L1 traqueteo inicial por tensor hidráulico descargado.
F10-L03-0006,G11-L1-06,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L1,El auto hace explosiones raras por la admisión cuando intento acelerar.,TALLER,aceleracion,explosiones_admision,,,SI,NO,,SINTETICO_IA,L1 contraexplosión en admisión por desfase de levas.
F10-L03-0007,G11-L1-07,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L1,Salió un zumbido y chillido raro dentro de las tapas plásticas del motor.,WHATSAPP,ralenti,zumbido_tapas_motor,,,SI,NO,,SINTETICO_IA,L1 faja destensada rozando tapa.
F10-L03-0008,G11-L1-08,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L1,El carro se apago de golpe al reducir cambio y ahora gira como si no tuviera compresion.,ERROR_ORTOGRAFICO,reduccion_cambio,apagado_brusco|giro_sin_compresion,,,SI,NO,,SINTETICO_IA,L1 salto de faja en retención con error ortográfico.
F10-L03-0009,G11-L1-09,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L1,Siento que el punto del motor se movió porque el escape suena disparejo.,COTIDIANO,ralenti,escape_disparejo|sospecha_punto,,,SI,NO,,SINTETICO_IA,L1 sospecha empírica de desfase.
F10-L03-0010,G11-L1-10,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L1,Discrepancia angular constante entre cigüeñal y árbol de levas detectada en marcha.,TECNICO,marcha,discrepancia_angular_ckp_cmp,,,SI,NO,,SINTETICO_IA,L1 descripción técnica de desfase de sincronización.
F10-L03-0011,G11-L2-01,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L2,"La cadena suena como matraca suelta durante 5 segundos en el arranque en frío y luego se calma, pero al acelerar a 2500 rpm vuelve a raspar la tapa.",COTIDIANO,arranque_y_aceleracion,sonido_matraca_arranque|roce_tapa_2500rpm,falla_chispa,,NO,SI,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),SINTETICO_IA,L2 cadena floja con tensor descargado vs VVT.
F10-L03-0012,G11-L2-02,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L2,El motor perdió bastante fuerza en subida y al acelerar suena un chicotazo en la distribución; el punto parece haberse corrido un diente.,TALLER,subida,perdida_fuerza_subida|chicotazo_distribucion,falla_embrague,,NO,SI,Disco de embrague desgastado o patinando,SINTETICO_IA,L2 salto de un diente en subida vs embrague.
F10-L03-0013,G11-L2-03,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L2,Al dar arranque el motor gira demasiado liviano y rápido sin encender tras haber sentido un golpe seco en la faja al desacelerar.,TALLER,arranque,giro_liviano_sin_encender|golpe_faja_previo,falla_bateria,,NO,NO,,SINTETICO_IA,L2 rotura o pérdida de dientes en faja de distribución.
F10-L03-0014,G11-L2-04,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L2,Check Engine encendido permanente con correlación CKP-CMP desfasada; el auto arranca con dificultad y el ralentí quedó inestable en todo momento.,TECNICO,ralenti,dtc_correlacion_ckp_cmp|arranque_dificil|ralenti_inestable,falla_inyector,P0016,NO,SI,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),SINTETICO_IA,L2 código P0016 por desfase mecánico vs variador VVT.
F10-L03-0015,G11-L2-05,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L2,"Hola, siento un traqueteo metálico constante en la tapa de distribución que aumenta con las revoluciones y el carro perdió reprise.",WHATSAPP,aceleracion,traqueteo_tapa_distribucion|falta_reprise,ruido_caja,,NO,NO,,SINTETICO_IA,L2 cadena estirada con roce constante en guías.
F10-L03-0016,G11-L2-06,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L2,"El auto produce pequeñas explosiones por el múltiple de admisión al pisar el acelerador en vacío, síntoma de válvulas desincronizadas por faja corrida.",TALLER,aceleracion_vacio,explosiones_admision|valvulas_desincronizadas,falla_bujias,,NO,SI,Falla en bujias o bobinas de encendido (misfire),SINTETICO_IA,L2 salto de faja genera retornos de llama en admisión.
F10-L03-0017,G11-L2-07,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L2,"Al verificar con la lámpara estroboscópica la marca de la polea del cigüeñal no coincide con el cero de la tapa, estando atrasado 10 grados en reposo.",TECNICO,inspeccion_taller,marca_ciguenal_atrasada_10_grados,falla_sensor_ckp,,NO,NO,,SINTETICO_IA,L2 comprobación óptica de desfase mecánico.
F10-L03-0018,G11-L2-08,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L2,El motor vibra en mínimo y no desarrolla velocidad en autopista; la cadena de tiempo tiene holgura excesiva y golpea el patín guía superior.,COTIDIANO,autopista,vibracion_minimo|golpe_patin_guia|falta_velocidad,falla_bobina,,NO,SI,Falla en bujias o bobinas de encendido (misfire),SINTETICO_IA,L2 cadena golpeando patines guía vs encendido.
F10-L03-0019,G11-L2-09,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L2,Se siente un sonido a latas feo en la distribucion al arrancar en la mañana y el carro esta chancheado en salida.,ERROR_ORTOGRAFICO,arranque_manana,sonido_latas_distribucion|carro_chancheado,falla_frenos,,NO,NO,,SINTETICO_IA,L2 cadena sonando en frío con pérdida de salida.
F10-L03-0020,G11-L2-10,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L2,"Tensión de la correa de distribución por debajo de especificación con deflexión de más de 20 mm entre piñones de leva, causando marcha áspera.",TECNICO,inspeccion_correa,deflexion_correa_20mm|marcha_aspera,falla_soportes_motor,,NO,NO,,SINTETICO_IA,L2 deflexión física excesiva de correa.
F10-L03-0021,G11-L2-11,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L2,"Buenas, el carro se tironea feo y tiene un cascabeleo en la tapa frontal que no se quita ni acelerando. Ya cambié bujías y sigue igual.",WHATSAPP,marcha,cascabeleo_tapa_frontal|tironeo_persistente,falla_bujias_resuelto,,NO,SI,Falla en bujias o bobinas de encendido (misfire),SINTETICO_IA,L2 persistencia tras cambio de bujías descarta encendido.
F10-L03-0022,G11-L2-12,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L2,El motor arrancaba bien pero al hacer un rebaje brusco en bajada se sintió un crujido y quedó fallando como fuera de tiempo en todos los cilindros.,COTIDIANO,post_rebaje,fallo_general_fuera_tiempo|crujido_previo,falla_embrague,,NO,NO,,SINTETICO_IA,L2 salto de punto inducido por rebaje brusco.
F10-L03-0023,G11-L2-13,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L2,Ruido de golpeteo metálico en la carcasa de distribución en caliente; el tensor hidráulico perdió el trinquete y la cadena salta holgada.,TALLER,motor_caliente,trinquete_tensor_roto|cadena_salta_holgada,bomba_agua_ruidosa,,NO,NO,,SINTETICO_IA,L2 rotura del trinquete de bloqueo del tensor.
F10-L03-0024,G11-L2-14,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L2,"Desfase fijo entre eje de levas y cigüeñal que no se corrige al acelerar, con pérdida de compresión uniforme en los 4 cilindros por apertura prematura.",TECNICO,prueba_compresion,desfase_fijo_ckp_cmp|compresion_uniforme_baja,perdida_compresion_cilindro_aislado,,NO,SI,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,SINTETICO_IA,L2 compresión baja homogénea por cruce valvular desfasado.
F10-L03-0025,G11-L2-15,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L2,El auto arranca con dificultad demorando 5 segundos de marcha y suena un rastro metálico áspero detrás de la polea del dámper.,COTIDIANO,arranque,arranque_largo_5seg|roce_detras_damper,falla_motor_arranque,,NO,SI,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),SINTETICO_IA,L2 roce en dámper vs motor de arranque.
F10-L03-0026,G11-L3-01,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L3,Escáner reporta DTC P0016 de correlación entre sensor de cigüeñal y árbol de levas de admisión. En osciloscopio de dos canales la señal del sensor CMP se observa desplazada 22 grados respecto a los dientes del CKP de manera fija en todo el rango de revoluciones. Se inspeccionó la cadena y el tensor hidráulico se encuentra extendido al máximo sin retención.,TECNICO,prueba_osciloscopio,dtc_p0016|desfase_fijo_22_grados_osciloscopio|tensor_extendido_maximo,falla_solenoide_vvt,P0016,NO,SI,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),SINTETICO_IA,L3 oscilograma dual confirma desfase fijo mecánico vs VVT.
F10-L03-0027,G11-L3-02,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L3,Al dar arranque el motor gira liviano y a altas revoluciones sin arrancar. Al retirar la tapa plástica superior de distribución se constató que la faja perdió 14 dientes en la zona del piñón del cigüeñal por atasco de polea tensora. La prueba de compresión marcó 0 psi en los 4 cilindros por válvulas dobladas.,TALLER,inspeccion_distribucion,faja_sin_14_dientes|compresion_0psi_valvulas_dobladas,falla_motor_arranque|bateria_baja,,NO,NO,,SINTETICO_IA,L3 pérdida de dientes de faja y daño valvular.
F10-L03-0028,G11-L3-03,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L3,Sonajero metálico severo en la tapa frontal del motor durante el arranque en frío que disminuye a los 8 segundos. Se midió el desgaste de la cadena de tiempo registrando un estiramiento de 12 mm fuera de tolerancia OEM y los patines guía de teflón presentan surcos de 3 mm de profundidad con limalla en el colador.,TALLER,arranque_frio,cadena_estirada_12mm|patines_surcos_3mm|limalla_colador,ruido_bomba_aceite,,NO,SI,Baja presion de aceite o bomba de aceite defectuosa,SINTETICO_IA,L3 metrología de estiramiento 12 mm en cadena.
F10-L03-0029,G11-L3-04,Faja o cadena de distribucion destensada o con salto de punto,MOTOR,L3,"El vehículo perdió potencia drásticamente tras reducir a tercera velocidad. El motor tiembla en ralentí, hace contraexplosiones por admisión y genera código P0017 en banco 1 escape. Al alinear las marcas con los útiles de bloqueo de calado, el árbol de escape quedó retrasado 2 dientes respecto al volante.",TECNICO,comprobacion_calado,dtc_p0017|arbol_escape_retrasado_2_dientes|utiles_bloqueo,falla_bobina_encendido,P0017,NO,SI,Falla en bujias o bobinas de encendido (misfire),SINTETICO_IA,L3 verificación física con útiles de calado OEM.
