id,id_grupo,clase_objetivo,macro_sistema,nivel_informacion,texto_usuario,tipo_lenguaje,condicion_operacion,sintomas_presentes,sintomas_negados,dtc,requiere_pregunta,es_contrastivo,clase_contrastiva,fuente,observaciones
F10-L07-0001,G34-L1-01,Disco de embrague desgastado o patinando,TRANSMISION,L1,Acelero y el motor ruge fuerte pero el carro casi no avanza.,COTIDIANO,aceleracion,motor_ruge_sin_avance,,,SI,NO,,SINTETICO_IA,L1 patinamiento clásico de embrague.
F10-L07-0002,G34-L1-02,Disco de embrague desgastado o patinando,TRANSMISION,L1,"Hola, siento un olor a quemado feo cuando intento subir una cuesta.",WHATSAPP,subida,olor_quemado_en_cuesta,,,SI,NO,,SINTETICO_IA,L1 olor a ferodo en subida.
F10-L07-0003,G34-L1-03,Disco de embrague desgastado o patinando,TRANSMISION,L1,"El pedal de embrague corta muy arriba, casi al soltarlo del todo.",COTIDIANO,salida_parado,corte_embrague_muy_alto,,,SI,NO,,SINTETICO_IA,L1 punto de acople en el extremo superior.
F10-L07-0004,G34-L1-04,Disco de embrague desgastado o patinando,TRANSMISION,L1,En tercera piso a fondo y las revoluciones suben de golpe sin fuerza.,TALLER,marcha_tercera,rpm_suben_sin_fuerza,,,SI,NO,,SINTETICO_IA,L1 pérdida de tracción bajo demanda de par.
F10-L07-0005,G34-L1-05,Disco de embrague desgastado o patinando,TRANSMISION,L1,Pérdida de acoplamiento por fricción entre volante de inercia y plato opresor.,TECNICO,diagnostico,perdida_acoplamiento_friccion,,,SI,NO,,SINTETICO_IA,L1 reporte técnico de deslizamiento.
F10-L07-0006,G34-L1-06,Disco de embrague desgastado o patinando,TRANSMISION,L1,El carro se queda como en neutro si le exijo velocidad en carretera.,COTIDIANO,carretera,sensacion_neutro_al_acelerar,,,SI,NO,,SINTETICO_IA,L1 patinamiento a velocidad crucero.
F10-L07-0007,G34-L1-07,Disco de embrague desgastado o patinando,TRANSMISION,L1,Siento que el embrague resbala cuando llevo pasajeros en el auto.,COTIDIANO,carga_pasajeros,embrague_resbala_con_carga,,,SI,NO,,SINTETICO_IA,L1 patinamiento evidente con carga.
F10-L07-0008,G34-L1-08,Disco de embrague desgastado o patinando,TRANSMISION,L1,Mi carro acelera y la aguja de RPM se dispara pero el carro no corre nada.,ERROR_ORTOGRAFICO,aceleracion,rpm_se_disparan_sin_avance,,,SI,NO,,SINTETICO_IA,L1 desacople con ortografía informal.
F10-L07-0009,G34-L1-09,Disco de embrague desgastado o patinando,TRANSMISION,L1,"Buenas, al salir en primera tiembla y huele a frenos quemados en la cabina.",WHATSAPP,salida_primera,tiembla_al_salir|olor_quemado_cabina,,,SI,NO,,SINTETICO_IA,L1 trepidación y recalentamiento de ferodo.
F10-L07-0010,G34-L1-10,Disco de embrague desgastado o patinando,TRANSMISION,L1,Deslizamiento angular relativo superior al 20% bajo carga motriz plena.,TECNICO,plena_carga,deslizamiento_angular_relativo,,,SI,NO,,SINTETICO_IA,L1 reporte técnico de resbalamiento cinemático.
F10-L07-0011,G34-L2-01,Disco de embrague desgastado o patinando,TRANSMISION,L2,En cuarta velocidad a 60 km/h piso a fondo el acelerador; las RPM suben de 2000 a 4500 al instante pero la velocidad sube muy lentamente sin empuje.,COTIDIANO,aceleracion_cuarta_60kmh,rpm_suben_2000_a_4500|velocidad_no_aumenta,ruido_caja_cambios,,NO,SI,Rodajes de transmision manual o eje primario gastados,SINTETICO_IA,L2 patinamiento evidente en marcha larga descarta rodamientos.
F10-L07-0012,G34-L2-02,Disco de embrague desgastado o patinando,TRANSMISION,L2,Olor penetrante a asbesto o ferodo quemado tras intentar subir una rampa de cochera empinada; el motor aceleró a 3500 rpm y el auto no pudo trepar.,TALLER,rampa_cochera,olor_ferodo_quemado|motor_3500rpm_sin_trepar,falla_bombin_embrague,,NO,SI,Falla en bombin o bomba hidraulica de embrague,SINTETICO_IA,L2 ferodo quemado por patinamiento descarta bombín pegado.
