id,clase_objetivo,nivel_informacion,estado_auditoria,motivos,sim_intra_max,sim_inter_max,inter_ref_origen,dtc,es_contrastivo,clase_contrastiva
F10-L03-0001,Faja o cadena de distribucion destensada o con salto de punto,L1,APROBADO,CONFORME,0.2455,0.1804,TRAIN,,NO,
F10-L03-0002,Faja o cadena de distribucion destensada o con salto de punto,L1,APROBADO,CONFORME,0.1434,0.2535,LOTE_01,,NO,
F10-L03-0003,Faja o cadena de distribucion destensada o con salto de punto,L1,APROBADO,CONFORME,0.1328,0.304,TRAIN,,NO,
F10-L03-0004,Faja o cadena de distribucion destensada o con salto de punto,L1,APROBADO,CONFORME,0.103,0.1603,TRAIN,,NO,
F10-L03-0005,Faja o cadena de distribucion destensada o con salto de punto,L1,APROBADO,CONFORME,0.1146,0.3408,TRAIN,,NO,
F10-L03-0006,Faja o cadena de distribucion destensada o con salto de punto,L1,APROBADO,CONFORME,0.1022,0.1504,TRAIN,,NO,
F10-L03-0007,Faja o cadena de distribucion destensada o con salto de punto,L1,APROBADO,CONFORME,0.0674,0.2251,TRAIN,,NO,
F10-L03-0008,Faja o cadena de distribucion destensada o con salto de punto,L1,APROBADO,CONFORME,0.1144,0.1291,TRAIN,,NO,
F10-L03-0009,Faja o cadena de distribucion destensada o con salto de punto,L1,APROBADO,CONFORME,0.1017,0.1483,TRAIN,,NO,
F10-L03-0010,Faja o cadena de distribucion destensada o con salto de punto,L1,APROBADO,CONFORME,0.144,0.2182,TEST_100,,NO,
F10-L03-0011,Faja o cadena de distribucion destensada o con salto de punto,L2,APROBADO,CONFORME,0.1592,0.2016,FIELD_60,,SI,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic)
F10-L03-0012,Faja o cadena de distribucion destensada o con salto de punto,L2,APROBADO,CONFORME,0.1146,0.1686,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L03-0013,Faja o cadena de distribucion destensada o con salto de punto,L2,APROBADO,CONFORME,0.1618,0.2331,TRAIN,,NO,
F10-L03-0014,Faja o cadena de distribucion destensada o con salto de punto,L2,APROBADO,CONFORME,0.1435,0.2507,TRAIN,P0016,SI,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic)
F10-L03-0015,Faja o cadena de distribucion destensada o con salto de punto,L2,APROBADO,CONFORME,0.1452,0.2559,TRAIN,,NO,
F10-L03-0016,Faja o cadena de distribucion destensada o con salto de punto,L2,APROBADO,CONFORME,0.1383,0.1911,TRAIN,,SI,Falla en bujias o bobinas de encendido (misfire)
F10-L03-0017,Faja o cadena de distribucion destensada o con salto de punto,L2,APROBADO,CONFORME,0.1124,0.1678,LOTE_02,,NO,
F10-L03-0018,Faja o cadena de distribucion destensada o con salto de punto,L2,APROBADO,CONFORME,0.1165,0.1714,TRAIN,,SI,Falla en bujias o bobinas de encendido (misfire)
F10-L03-0019,Faja o cadena de distribucion destensada o con salto de punto,L2,APROBADO,CONFORME,0.1213,0.168,TRAIN,,NO,
F10-L03-0020,Faja o cadena de distribucion destensada o con salto de punto,L2,APROBADO,CONFORME,0.0705,0.1379,TRAIN,,NO,
F10-L03-0021,Faja o cadena de distribucion destensada o con salto de punto,L2,APROBADO,CONFORME,0.1257,0.1753,TRAIN,,SI,Falla en bujias o bobinas de encendido (misfire)
F10-L03-0022,Faja o cadena de distribucion destensada o con salto de punto,L2,APROBADO,CONFORME,0.095,0.1105,TRAIN,,NO,
F10-L03-0023,Faja o cadena de distribucion destensada o con salto de punto,L2,APROBADO,CONFORME,0.1864,0.2807,TRAIN,,NO,
F10-L03-0024,Faja o cadena de distribucion destensada o con salto de punto,L2,APROBADO,CONFORME,0.1348,0.1321,TRAIN,,SI,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados
F10-L03-0025,Faja o cadena de distribucion destensada o con salto de punto,L2,APROBADO,CONFORME,0.1435,0.2317,LOTE_01,,SI,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados)
F10-L03-0026,Faja o cadena de distribucion destensada o con salto de punto,L3,APROBADO,CONFORME,0.1294,0.1886,TRAIN,P0016,SI,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic)
F10-L03-0027,Faja o cadena de distribucion destensada o con salto de punto,L3,APROBADO,CONFORME,0.1618,0.1295,TRAIN,,NO,
F10-L03-0028,Faja o cadena de distribucion destensada o con salto de punto,L3,APROBADO,CONFORME,0.1245,0.1057,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L03-0029,Faja o cadena de distribucion destensada o con salto de punto,L3,APROBADO,CONFORME,0.1474,0.1115,TRAIN,P0017,SI,Falla en bujias o bobinas de encendido (misfire)
F10-L03-0030,Faja o cadena de distribucion destensada o con salto de punto,L3,APROBADO,CONFORME,0.1192,0.1672,LOTE_02,P0016,NO,
F10-L03-0031,Faja o cadena de distribucion destensada o con salto de punto,L3,APROBADO,CONFORME,0.1158,0.1602,TRAIN,,NO,
F10-L03-0032,Faja o cadena de distribucion destensada o con salto de punto,L3,APROBADO,CONFORME,0.1348,0.1437,TRAIN,,SI,Consumo de aceite por desgaste de anillos o retenes
