id,clase_objetivo,nivel_informacion,estado_auditoria,motivos,sim_intra_max,sim_inter_max,inter_ref_origen,dtc,es_contrastivo,clase_contrastiva
F10-L08-0001,Amortiguadores reventados o bujes de suspension gastados,L1,APROBADO,CONFORME,0.3083,0.3621,TRAIN,,NO,
F10-L08-0002,Amortiguadores reventados o bujes de suspension gastados,L1,APROBADO,CONFORME,0.1179,0.1987,TRAIN,,NO,
F10-L08-0003,Amortiguadores reventados o bujes de suspension gastados,L1,APROBADO,CONFORME,0.1535,0.198,LOTE_02,,NO,
F10-L08-0004,Amortiguadores reventados o bujes de suspension gastados,L1,APROBADO,CONFORME,0.1846,0.2562,TRAIN,,NO,
F10-L08-0005,Amortiguadores reventados o bujes de suspension gastados,L1,APROBADO,CONFORME,0.1695,0.1696,TEST_100,,NO,
F10-L08-0006,Amortiguadores reventados o bujes de suspension gastados,L1,APROBADO,CONFORME,0.0931,0.3203,LOTE_07,,NO,
F10-L08-0007,Amortiguadores reventados o bujes de suspension gastados,L1,APROBADO,CONFORME,0.1503,0.2362,TRAIN,,NO,
F10-L08-0008,Amortiguadores reventados o bujes de suspension gastados,L1,APROBADO,CONFORME,0.2403,0.2598,LOTE_07,,NO,
F10-L08-0009,Amortiguadores reventados o bujes de suspension gastados,L1,APROBADO,CONFORME,0.2873,0.2523,TRAIN,,NO,
F10-L08-0010,Amortiguadores reventados o bujes de suspension gastados,L1,APROBADO,CONFORME,0.3012,0.3313,TRAIN,,NO,
F10-L08-0011,Amortiguadores reventados o bujes de suspension gastados,L2,APROBADO,CONFORME,0.2026,0.2201,TRAIN,,SI,Llantas desbalanceadas o desalineadas
F10-L08-0012,Amortiguadores reventados o bujes de suspension gastados,L2,APROBADO,CONFORME,0.1179,0.2718,TEST_100,,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado)
F10-L08-0013,Amortiguadores reventados o bujes de suspension gastados,L2,APROBADO,CONFORME,0.1789,0.1594,TRAIN,,SI,Cremallera de direccion asistida con holgura o fuga
F10-L08-0014,Amortiguadores reventados o bujes de suspension gastados,L2,APROBADO,CONFORME,0.1028,0.1465,TRAIN,,SI,Discos de freno alabeados o desgastados
F10-L08-0015,Amortiguadores reventados o bujes de suspension gastados,L2,APROBADO,CONFORME,0.1846,0.1797,TRAIN,,SI,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura)
F10-L08-0016,Amortiguadores reventados o bujes de suspension gastados,L2,APROBADO,CONFORME,0.1382,0.1118,TRAIN,,SI,Juntas homocineticas o palieres danados
F10-L08-0017,Amortiguadores reventados o bujes de suspension gastados,L2,APROBADO,CONFORME,0.0969,0.1374,FIELD_60,,SI,Cremallera de direccion asistida con holgura o fuga
F10-L08-0018,Amortiguadores reventados o bujes de suspension gastados,L2,APROBADO,CONFORME,0.1,0.1998,TRAIN,,SI,Cremallera de direccion asistida con holgura o fuga
F10-L08-0019,Amortiguadores reventados o bujes de suspension gastados,L2,APROBADO,CONFORME,0.2479,0.1652,LOTE_06,,SI,Llantas desbalanceadas o desalineadas
F10-L08-0020,Amortiguadores reventados o bujes de suspension gastados,L2,APROBADO,CONFORME,0.1109,0.1382,DEV_60,,SI,Llantas desbalanceadas o desalineadas
F10-L08-0021,Amortiguadores reventados o bujes de suspension gastados,L2,APROBADO,CONFORME,0.086,0.1003,TRAIN,,SI,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura)
F10-L08-0022,Amortiguadores reventados o bujes de suspension gastados,L2,APROBADO,CONFORME,0.0958,0.1212,TEST_100,,NO,
F10-L08-0023,Amortiguadores reventados o bujes de suspension gastados,L2,APROBADO,CONFORME,0.0732,0.1079,TRAIN,,SI,Falla en sensor de velocidad de rueda ABS
