id,clase_objetivo,nivel_informacion,estado_auditoria,motivos,sim_intra_max,sim_inter_max,inter_ref_origen,dtc,es_contrastivo,clase_contrastiva
F10-L07-0001,Disco de embrague desgastado o patinando,L1,APROBADO,CONFORME,0.0966,0.3628,TRAIN,,NO,
F10-L07-0002,Disco de embrague desgastado o patinando,L1,APROBADO,CONFORME,0.1558,0.2919,LOTE_06,,NO,
F10-L07-0003,Disco de embrague desgastado o patinando,L1,APROBADO,CONFORME,0.1072,0.4361,TRAIN,,NO,
F10-L07-0004,Disco de embrague desgastado o patinando,L1,APROBADO,CONFORME,0.1999,0.2917,TRAIN,,NO,
F10-L07-0005,Disco de embrague desgastado o patinando,L1,APROBADO,CONFORME,0.1514,0.1567,TRAIN,,NO,
F10-L07-0006,Disco de embrague desgastado o patinando,L1,APROBADO,CONFORME,0.1313,0.2473,LOTE_04,,NO,
F10-L07-0007,Disco de embrague desgastado o patinando,L1,APROBADO,CONFORME,0.1016,0.2556,TRAIN,,NO,
F10-L07-0008,Disco de embrague desgastado o patinando,L1,APROBADO,CONFORME,0.1264,0.2026,TRAIN,,NO,
F10-L07-0009,Disco de embrague desgastado o patinando,L1,APROBADO,CONFORME,0.1293,0.2428,TRAIN,,NO,
F10-L07-0010,Disco de embrague desgastado o patinando,L1,APROBADO,CONFORME,0.049,0.1195,TRAIN,,NO,
F10-L07-0011,Disco de embrague desgastado o patinando,L2,APROBADO,CONFORME,0.1842,0.2099,TEST_100,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0012,Disco de embrague desgastado o patinando,L2,APROBADO,CONFORME,0.1218,0.1094,TRAIN,,SI,Falla en bombin o bomba hidraulica de embrague
F10-L07-0013,Disco de embrague desgastado o patinando,L2,APROBADO,CONFORME,0.1279,0.1615,TRAIN,,SI,Desgaste en collarin de empuje o crapodina de embrague
F10-L07-0014,Disco de embrague desgastado o patinando,L2,APROBADO,CONFORME,0.2264,0.2038,LOTE_04,,SI,Falla en bombin o bomba hidraulica de embrague
F10-L07-0015,Disco de embrague desgastado o patinando,L2,APROBADO,CONFORME,0.1238,0.1669,TRAIN,,NO,
F10-L07-0016,Disco de embrague desgastado o patinando,L2,APROBADO,CONFORME,0.1084,0.2252,TRAIN,,SI,Desgaste en collarin de empuje o crapodina de embrague
F10-L07-0017,Disco de embrague desgastado o patinando,L2,APROBADO,CONFORME,0.131,0.1891,TRAIN,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0018,Disco de embrague desgastado o patinando,L2,APROBADO,CONFORME,0.1105,0.2831,LOTE_04,,NO,
F10-L07-0019,Disco de embrague desgastado o patinando,L2,APROBADO,CONFORME,0.0831,0.1101,TRAIN,,NO,
F10-L07-0020,Disco de embrague desgastado o patinando,L2,APROBADO,CONFORME,0.1177,0.1411,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0021,Disco de embrague desgastado o patinando,L2,APROBADO,CONFORME,0.1426,0.0963,TRAIN,,NO,
F10-L07-0022,Disco de embrague desgastado o patinando,L2,APROBADO,CONFORME,0.1022,0.1828,TRAIN,,NO,
F10-L07-0023,Disco de embrague desgastado o patinando,L2,APROBADO,CONFORME,0.1192,0.1737,TRAIN,,SI,Desgaste en collarin de empuje o crapodina de embrague
F10-L07-0024,Disco de embrague desgastado o patinando,L2,APROBADO,CONFORME,0.2088,0.2091,TRAIN,,SI,Falla en bombin o bomba hidraulica de embrague
F10-L07-0025,Disco de embrague desgastado o patinando,L2,APROBADO,CONFORME,0.0833,0.1714,G1,,NO,
F10-L07-0026,Disco de embrague desgastado o patinando,L3,APROBADO,CONFORME,0.1122,0.1487,TRAIN,,SI,Falla en bombin o bomba hidraulica de embrague
F10-L07-0027,Disco de embrague desgastado o patinando,L3,APROBADO,CONFORME,0.1158,0.0979,LOTE_06,,NO,
F10-L07-0028,Disco de embrague desgastado o patinando,L3,APROBADO,CONFORME,0.1284,0.0868,TRAIN,,SI,Desgaste en collarin de empuje o crapodina de embrague
F10-L07-0029,Disco de embrague desgastado o patinando,L3,APROBADO,CONFORME,0.131,0.0998,TRAIN,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0030,Disco de embrague desgastado o patinando,L3,APROBADO,CONFORME,0.1407,0.1613,TRAIN,,SI,Falla en bombin o bomba hidraulica de embrague
F10-L07-0031,Disco de embrague desgastado o patinando,L3,APROBADO,CONFORME,0.1177,0.1374,LOTE_06,,NO,
F10-L07-0032,Disco de embrague desgastado o patinando,L3,APROBADO,CONFORME,0.0777,0.096,LOTE_06,,SI,Falla en bombin o bomba hidraulica de embrague
F10-L07-0033,Disco de embrague desgastado o patinando,L3,APROBADO,CONFORME,0.1213,0.1497,TRAIN,,SI,Desgaste en collarin de empuje o crapodina de embrague
F10-L07-0034,Disco de embrague desgastado o patinando,L3,APROBADO,CONFORME,0.1514,0.1625,TRAIN,P0741,SI,Sobrecalentamiento o solenoides en caja automatica CVT / DSG
F10-L07-0035,Disco de embrague desgastado o patinando,L3,APROBADO,CONFORME,0.1481,0.1644,TRAIN,,SI,Desgaste en collarin de empuje o crapodina de embrague
F10-L07-0036,Disco de embrague desgastado o patinando,L3,APROBADO,CONFORME,0.0868,0.0838,LOTE_06,,NO,
F10-L07-0037,Disco de embrague desgastado o patinando,L3,APROBADO,CONFORME,0.1254,0.1556,TRAIN,,NO,
F10-L07-0038,Disco de embrague desgastado o patinando,L3,APROBADO,CONFORME,0.1312,0.1346,LOTE_06,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0039,Disco de embrague desgastado o patinando,L3,APROBADO,CONFORME,0.0857,0.0983,TRAIN,,NO,
F10-L07-0040,Disco de embrague desgastado o patinando,L3,APROBADO,CONFORME,0.1227,0.0832,TRAIN,,NO,
F10-L07-0041,Falla en bombin o bomba hidraulica de embrague,L1,APROBADO,CONFORME,0.1785,0.3059,G1,,NO,
F10-L07-0042,Falla en bombin o bomba hidraulica de embrague,L1,APROBADO,CONFORME,0.2657,0.245,TRAIN,,NO,
F10-L07-0043,Falla en bombin o bomba hidraulica de embrague,L1,APROBADO,CONFORME,0.182,0.3838,LOTE_06,,NO,
F10-L07-0044,Falla en bombin o bomba hidraulica de embrague,L1,APROBADO,CONFORME,0.1744,0.2355,TRAIN,,NO,
F10-L07-0045,Falla en bombin o bomba hidraulica de embrague,L1,APROBADO,CONFORME,0.2031,0.2547,TRAIN,,NO,
F10-L07-0046,Falla en bombin o bomba hidraulica de embrague,L1,APROBADO,CONFORME,0.1938,0.267,LOTE_03,,NO,
F10-L07-0047,Falla en bombin o bomba hidraulica de embrague,L1,APROBADO,CONFORME,0.1352,0.3061,TRAIN,,NO,
F10-L07-0048,Falla en bombin o bomba hidraulica de embrague,L1,APROBADO,CONFORME,0.138,0.5471,TRAIN,,NO,
F10-L07-0049,Falla en bombin o bomba hidraulica de embrague,L1,APROBADO,CONFORME,0.1344,0.284,TRAIN,,NO,
F10-L07-0050,Falla en bombin o bomba hidraulica de embrague,L1,APROBADO,CONFORME,0.1185,0.2036,TRAIN,,NO,
F10-L07-0051,Falla en bombin o bomba hidraulica de embrague,L2,APROBADO,CONFORME,0.1739,0.2912,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0052,Falla en bombin o bomba hidraulica de embrague,L2,APROBADO,CONFORME,0.1754,0.2171,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L07-0053,Falla en bombin o bomba hidraulica de embrague,L2,APROBADO,CONFORME,0.1329,0.2286,TRAIN,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0054,Falla en bombin o bomba hidraulica de embrague,L2,APROBADO,CONFORME,0.1163,0.2606,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0055,Falla en bombin o bomba hidraulica de embrague,L2,APROBADO,CONFORME,0.1076,0.3779,LOTE_06,,SI,Desgaste en collarin de empuje o crapodina de embrague
F10-L07-0056,Falla en bombin o bomba hidraulica de embrague,L2,APROBADO,CONFORME,0.1381,0.1321,TRAIN,,NO,
F10-L07-0057,Falla en bombin o bomba hidraulica de embrague,L2,APROBADO,CONFORME,0.1177,0.1939,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0058,Falla en bombin o bomba hidraulica de embrague,L2,APROBADO,CONFORME,0.1619,0.1668,DEV_60,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0059,Falla en bombin o bomba hidraulica de embrague,L2,APROBADO,CONFORME,0.1167,0.1435,TRAIN,,NO,
F10-L07-0060,Falla en bombin o bomba hidraulica de embrague,L2,APROBADO,CONFORME,0.1554,0.1508,TRAIN,,NO,
F10-L07-0061,Falla en bombin o bomba hidraulica de embrague,L2,APROBADO,CONFORME,0.1344,0.2784,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L07-0062,Falla en bombin o bomba hidraulica de embrague,L2,APROBADO,CONFORME,0.1318,0.2813,TRAIN,,NO,
F10-L07-0063,Falla en bombin o bomba hidraulica de embrague,L2,APROBADO,CONFORME,0.3068,0.1556,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0064,Falla en bombin o bomba hidraulica de embrague,L2,APROBADO,CONFORME,0.1754,0.1882,TRAIN,,NO,
F10-L07-0065,Falla en bombin o bomba hidraulica de embrague,L2,APROBADO,CONFORME,0.1455,0.1614,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0066,Falla en bombin o bomba hidraulica de embrague,L3,APROBADO,CONFORME,0.1252,0.1369,G1,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L07-0067,Falla en bombin o bomba hidraulica de embrague,L3,APROBADO,CONFORME,0.1455,0.1638,TRAIN,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0068,Falla en bombin o bomba hidraulica de embrague,L3,APROBADO,CONFORME,0.0695,0.1865,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0069,Falla en bombin o bomba hidraulica de embrague,L3,APROBADO,CONFORME,0.1766,0.1384,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0070,Falla en bombin o bomba hidraulica de embrague,L3,APROBADO,CONFORME,0.1669,0.1632,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0071,Falla en bombin o bomba hidraulica de embrague,L3,APROBADO,CONFORME,0.1554,0.1196,TRAIN,,NO,
F10-L07-0072,Falla en bombin o bomba hidraulica de embrague,L3,APROBADO,CONFORME,0.1351,0.1246,TRAIN,,NO,
F10-L07-0073,Falla en bombin o bomba hidraulica de embrague,L3,APROBADO,CONFORME,0.1744,0.1659,DEV_60,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0074,Falla en bombin o bomba hidraulica de embrague,L3,APROBADO,CONFORME,0.1167,0.1326,LOTE_06,,NO,
F10-L07-0075,Falla en bombin o bomba hidraulica de embrague,L3,APROBADO,CONFORME,0.1163,0.1491,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0076,Falla en bombin o bomba hidraulica de embrague,L3,APROBADO,CONFORME,0.11,0.1287,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0077,Falla en bombin o bomba hidraulica de embrague,L3,APROBADO,CONFORME,0.151,0.1809,TRAIN,,NO,
F10-L07-0078,Falla en bombin o bomba hidraulica de embrague,L3,APROBADO,CONFORME,0.1333,0.1261,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L07-0079,Falla en bombin o bomba hidraulica de embrague,L3,APROBADO,CONFORME,0.1131,0.1181,LOTE_06,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0080,Falla en bombin o bomba hidraulica de embrague,L3,APROBADO,CONFORME,0.0979,0.1183,LOTE_06,,NO,
F10-L07-0081,Falta o degradacion de aceite de caja de cambios,L1,APROBADO,CONFORME,0.0821,0.2385,TRAIN,,NO,
F10-L07-0082,Falta o degradacion de aceite de caja de cambios,L1,APROBADO,CONFORME,0.3053,0.2443,TRAIN,,NO,
F10-L07-0083,Falta o degradacion de aceite de caja de cambios,L1,APROBADO,CONFORME,0.1899,0.3544,TRAIN,,NO,
F10-L07-0084,Falta o degradacion de aceite de caja de cambios,L1,APROBADO,CONFORME,0.1448,0.2745,TRAIN,,NO,
F10-L07-0085,Falta o degradacion de aceite de caja de cambios,L1,APROBADO,CONFORME,0.1302,0.3274,TRAIN,,NO,
F10-L07-0086,Falta o degradacion de aceite de caja de cambios,L1,APROBADO,CONFORME,0.0841,0.2963,TRAIN,,NO,
F10-L07-0087,Falta o degradacion de aceite de caja de cambios,L1,APROBADO,CONFORME,0.1502,0.2642,TRAIN,,NO,
F10-L07-0088,Falta o degradacion de aceite de caja de cambios,L1,APROBADO,CONFORME,0.23,0.152,LOTE_06,,NO,
F10-L07-0089,Falta o degradacion de aceite de caja de cambios,L1,APROBADO,CONFORME,0.2002,0.2061,TRAIN,,NO,
F10-L07-0090,Falta o degradacion de aceite de caja de cambios,L1,APROBADO,CONFORME,0.1345,0.1029,TRAIN,,NO,
F10-L07-0091,Falta o degradacion de aceite de caja de cambios,L2,APROBADO,CONFORME,0.146,0.2408,FIELD_60,,SI,Disco de embrague desgastado o patinando
F10-L07-0092,Falta o degradacion de aceite de caja de cambios,L2,APROBADO,CONFORME,0.1154,0.2359,TRAIN,,SI,Rodajes de caja mecanica o diferencial gastados
F10-L07-0093,Falta o degradacion de aceite de caja de cambios,L2,APROBADO,CONFORME,0.2139,0.1509,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0094,Falta o degradacion de aceite de caja de cambios,L2,APROBADO,CONFORME,0.0848,0.1123,LOTE_06,,NO,
F10-L07-0095,Falta o degradacion de aceite de caja de cambios,L2,APROBADO,CONFORME,0.2089,0.2701,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0096,Falta o degradacion de aceite de caja de cambios,L2,APROBADO,CONFORME,0.0909,0.3034,TRAIN,,SI,Falla en bombin o bomba hidraulica de embrague
F10-L07-0097,Falta o degradacion de aceite de caja de cambios,L2,APROBADO,CONFORME,0.1639,0.1943,TRAIN,,NO,
F10-L07-0098,Falta o degradacion de aceite de caja de cambios,L2,APROBADO,CONFORME,0.23,0.2357,TRAIN,,NO,
F10-L07-0099,Falta o degradacion de aceite de caja de cambios,L2,APROBADO,CONFORME,0.146,0.1344,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0100,Falta o degradacion de aceite de caja de cambios,L2,APROBADO,CONFORME,0.1066,0.1793,TRAIN,,NO,
F10-L07-0101,Falta o degradacion de aceite de caja de cambios,L2,APROBADO,CONFORME,0.1102,0.1361,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0102,Falta o degradacion de aceite de caja de cambios,L2,APROBADO,CONFORME,0.1575,0.1249,LOTE_04,,SI,Disco de embrague desgastado o patinando
F10-L07-0103,Falta o degradacion de aceite de caja de cambios,L2,APROBADO,CONFORME,0.1029,0.1177,TRAIN,,NO,
F10-L07-0104,Falta o degradacion de aceite de caja de cambios,L2,APROBADO,CONFORME,0.1241,0.2184,TRAIN,,SI,Rodajes de caja mecanica o diferencial gastados
F10-L07-0105,Falta o degradacion de aceite de caja de cambios,L2,APROBADO,CONFORME,0.0993,0.1387,TEST_100,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0106,Falta o degradacion de aceite de caja de cambios,L3,APROBADO,CONFORME,0.1634,0.1278,TRAIN,,SI,Rodajes de caja mecanica o diferencial gastados
F10-L07-0107,Falta o degradacion de aceite de caja de cambios,L3,APROBADO,CONFORME,0.1177,0.1197,TRAIN,,SI,Rodajes de caja mecanica o diferencial gastados
F10-L07-0108,Falta o degradacion de aceite de caja de cambios,L3,APROBADO,CONFORME,0.0898,0.0959,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0109,Falta o degradacion de aceite de caja de cambios,L3,APROBADO,CONFORME,0.1575,0.1157,TRAIN,,NO,
F10-L07-0110,Falta o degradacion de aceite de caja de cambios,L3,APROBADO,CONFORME,0.1349,0.114,LOTE_06,,SI,Rodajes de caja mecanica o diferencial gastados
F10-L07-0111,Falta o degradacion de aceite de caja de cambios,L3,APROBADO,CONFORME,0.1217,0.1312,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0112,Falta o degradacion de aceite de caja de cambios,L3,APROBADO,CONFORME,0.1639,0.1286,TRAIN,,NO,
F10-L07-0113,Falta o degradacion de aceite de caja de cambios,L3,APROBADO,CONFORME,0.2002,0.1281,TRAIN,,NO,
F10-L07-0114,Falta o degradacion de aceite de caja de cambios,L3,APROBADO,CONFORME,0.0951,0.0842,TRAIN,,SI,Rodajes de caja mecanica o diferencial gastados
F10-L07-0115,Falta o degradacion de aceite de caja de cambios,L3,APROBADO,CONFORME,0.1246,0.1309,TRAIN,,SI,Falla en bombin o bomba hidraulica de embrague
F10-L07-0116,Falta o degradacion de aceite de caja de cambios,L3,APROBADO,CONFORME,0.1266,0.0874,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0117,Falta o degradacion de aceite de caja de cambios,L3,APROBADO,CONFORME,0.0905,0.1207,TRAIN,,NO,
F10-L07-0118,Falta o degradacion de aceite de caja de cambios,L3,APROBADO,CONFORME,0.0957,0.0837,TRAIN,,NO,
F10-L07-0119,Falta o degradacion de aceite de caja de cambios,L3,APROBADO,CONFORME,0.1416,0.1181,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0120,Falta o degradacion de aceite de caja de cambios,L3,APROBADO,CONFORME,0.088,0.0881,LOTE_02,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0121,Rodajes de caja mecanica o diferencial gastados,L1,APROBADO,CONFORME,0.1804,0.2453,TRAIN,,NO,
